day,type_name,sub_type_name,shop_name,service,use
20180521,cocktail8,base39,user_type15,1,2513.0
20180524,cocktail8,base39,user_type15,1,2520.0
20180601,cocktail8,base39,user_type15,1,1144.0
20180627,cocktail8,base39,user_type15,1,1223.0
20180711,cocktail8,base39,user_type15,1,659.0
20181106,cocktail8,base39,user_type15,1,2606.0
20181203,cocktail8,base39,user_type15,1,1308.0
20181211,cocktail8,base39,user_type15,1,1308.0
20181212,cocktail8,base39,user_type15,1,3038.0
20151020,cocktail8,base86,user_type15,1,1040.0
20150428,cocktail8,base57,user_type15,1,2754.0
20150710,cocktail8,base57,user_type15,1,504.0
20160426,cocktail8,base57,user_type15,1,3615.0
20161026,cocktail8,base57,user_type15,1,782.0
20170220,cocktail8,base57,user_type15,1,6705.0
20170524,cocktail8,base57,user_type15,1,3204.0
20170703,cocktail8,base57,user_type15,1,525.0
20180528,cocktail8,base57,user_type15,1,1298.0
20180601,cocktail8,base57,user_type15,1,1555.0
20180711,cocktail8,base57,user_type15,1,443.0
20150603,cocktail8,base97,user_type48,1,422.0
20160502,cocktail8,base97,user_type28,1,266.0
20180503,cocktail8,base53,user_type15,1,2328.0
20150414,cocktail8,base21,user_type1,1,127.0
20150612,cocktail8,base21,user_type1,1,125.0
20160212,cocktail8,base21,user_type1,1,112.0
20160404,cocktail8,base21,user_type1,1,143.0
20160919,cocktail8,base21,user_type1,1,385.0
20161007,cocktail8,base21,user_type1,1,733.0
20161125,cocktail8,base21,user_type1,1,164.0
20161223,cocktail8,base21,user_type1,1,367.0
20151019,cocktail8,base93,user_type15,1,4192.0
20151021,cocktail8,base93,user_type15,1,4130.0
20151104,cocktail8,base93,user_type15,1,1040.0
20160328,cocktail8,base93,user_type15,1,1812.0
20160425,cocktail8,base93,user_type15,1,1555.0
20170421,cocktail8,base93,user_type15,1,1298.0
20180503,cocktail8,base93,user_type15,1,319.0
20180330,cocktail8,base62,user_type15,1,6190.0
20180411,cocktail8,base62,user_type15,1,938.0
20180601,cocktail8,base62,user_type15,1,1040.0
20181212,cocktail8,base62,user_type15,1,1040.0
20150410,cocktail8,base89,user_type15,1,1040.0
20151002,cocktail8,base89,user_type15,1,938.0
20160509,cocktail8,base89,user_type15,1,938.0
20160531,cocktail8,base89,user_type15,1,525.0
20170519,cocktail8,base89,user_type15,1,1298.0
20160412,cocktail8,base64,user_type3,0,230.0
20170508,cocktail8,base82,user_type28,1,1119.0
20170825,cocktail8,base82,user_type24,1,254.0
20160315,cocktail8,base63,user_type15,1,2070.0
20180426,cocktail8,base63,user_type15,1,1040.0
20180523,cocktail8,base63,user_type10,1,821.0
20150427,cocktail8,base83,user_type28,1,1680.0
20171219,cocktail8,base83,user_type15,1,242.0
20161010,cocktail8,base77,user_type15,1,2070.0
20170912,cocktail8,base77,user_type15,1,2070.0
20170918,cocktail8,base77,user_type15,1,2585.0
20171023,cocktail8,base77,user_type0,1,967.0
20180122,cocktail8,base77,user_type0,1,554.0
20180521,cocktail8,base77,user_type15,1,782.0
20181211,cocktail8,base29,user_type15,1,1524.0
20181203,cocktail8,base17,user_type15,1,875.0
20150803,cocktail8,base38,user_type1,1,73.0
20150814,cocktail8,base38,user_type1,1,1022.0
20150904,cocktail8,base38,user_type1,1,501.0
20150918,cocktail8,base38,user_type1,1,168.0
20150925,cocktail8,base38,user_type1,1,647.0
20151015,cocktail8,base38,user_type1,1,150.0
20151029,cocktail8,base38,user_type1,1,564.0
20151127,cocktail8,base38,user_type1,1,403.0
20160808,cocktail8,base38,user_type1,1,386.0
20160819,cocktail8,base38,user_type1,1,185.0
20160909,cocktail8,base38,user_type1,1,77.0
20160919,cocktail8,base38,user_type1,1,385.0
20160929,cocktail8,base38,user_type1,1,150.0
20161007,cocktail8,base38,user_type1,1,810.0
20161028,cocktail8,base38,user_type1,1,951.0
20161118,cocktail8,base38,user_type1,1,105.0
20161125,cocktail8,base38,user_type1,1,404.0
20161223,cocktail8,base38,user_type1,1,313.0
20170119,cocktail8,base38,user_type1,1,18.0
20170120,cocktail8,base38,user_type1,1,11.0
20170817,cocktail8,base38,user_type1,1,206.0
20170914,cocktail8,base38,user_type1,1,551.0
20170921,cocktail8,base38,user_type1,1,151.0
20170922,cocktail8,base38,user_type1,1,65.0
20171012,cocktail8,base38,user_type1,1,62.0
20171025,cocktail8,base38,user_type1,1,158.0
20171129,cocktail8,base38,user_type1,1,80.0
20150714,cocktail8,base51,user_type13,1,21.0
20150814,cocktail8,base51,user_type1,1,259.0
20150904,cocktail8,base51,user_type1,1,99.0
20160119,cocktail8,base51,user_type13,1,75.0
20160229,cocktail8,base51,user_type13,1,81.0
20160308,cocktail8,base51,user_type13,1,244.0
20160503,cocktail8,base51,user_type13,1,106.0
20160603,cocktail8,base51,user_type13,1,254.0
20160711,cocktail8,base51,user_type13,1,12.0
20170123,cocktail8,base51,user_type13,1,85.0
20170306,cocktail8,base51,user_type13,1,80.0
20170816,cocktail8,base51,user_type1,1,62.0
20150119,cocktail8,base16,user_type1,1,332.0
20150213,cocktail8,base16,user_type1,1,236.0
20150226,cocktail8,base16,user_type1,1,241.0
20150311,cocktail8,base16,user_type1,1,218.0
20150320,cocktail8,base16,user_type1,1,124.0
20150324,cocktail8,base16,user_type13,1,219.0
20150414,cocktail8,base16,user_type1,1,39.0
20150714,cocktail8,base16,user_type13,1,16.0
20150814,cocktail8,base16,user_type1,1,279.0
20150904,cocktail8,base16,user_type1,1,99.0
20160119,cocktail8,base16,user_type13,1,158.0
20160122,cocktail8,base16,user_type1,1,247.0
20160229,cocktail8,base16,user_type13,1,116.0
20160321,cocktail8,base16,user_type13,1,84.0
20160404,cocktail8,base16,user_type1,1,385.0
20170309,cocktail8,base16,user_type1,1,109.0
20170407,cocktail8,base16,user_type1,1,240.0
20150119,cocktail8,base28,user_type1,1,151.0
20150213,cocktail8,base28,user_type1,1,81.0
20150226,cocktail8,base28,user_type1,1,601.0
20150311,cocktail8,base28,user_type1,1,270.0
20150320,cocktail8,base28,user_type1,1,253.0
20150414,cocktail8,base28,user_type1,1,422.0
20150714,cocktail8,base28,user_type13,1,21.0
20150803,cocktail8,base28,user_type1,1,303.0
20150904,cocktail8,base28,user_type1,1,143.0
20150925,cocktail8,base28,user_type1,1,192.0
20160119,cocktail8,base28,user_type13,1,395.0
20160229,cocktail8,base28,user_type13,1,392.0
20160321,cocktail8,base28,user_type13,1,234.0
20160419,cocktail8,base28,user_type13,1,216.0
20160503,cocktail8,base28,user_type13,1,106.0
20160603,cocktail8,base28,user_type13,1,86.0
20160711,cocktail8,base28,user_type13,1,11.0
20170123,cocktail8,base28,user_type13,1,310.0
20170410,cocktail8,base28,user_type13,1,324.0
20170728,cocktail8,base28,user_type13,1,153.0
20170818,cocktail8,base28,user_type13,1,404.0
20170908,cocktail8,base28,user_type13,1,290.0
20170913,cocktail8,base28,user_type1,1,378.0
20170920,cocktail8,base28,user_type1,1,272.0
20171011,cocktail8,base28,user_type1,1,395.0
20171030,cocktail8,base28,user_type13,1,289.0
20171102,cocktail8,base28,user_type1,1,465.0
20171115,cocktail8,base28,user_type1,1,285.0
20171124,cocktail8,base28,user_type1,1,310.0
20171130,cocktail8,base28,user_type13,1,652.0
20150119,cocktail8,base70,user_type1,1,146.0
20150226,cocktail8,base70,user_type1,1,166.0
20150324,cocktail8,base70,user_type13,1,113.0
20160229,cocktail8,base70,user_type13,1,78.0
20150330,cocktail9,base5,user_type35,0,192.0
20150318,cocktail9,base10,user_type0,1,60.0
20150625,cocktail9,base10,user_type0,1,1092.0
20150625,cocktail9,base10,user_type7,1,285.0
20150702,cocktail9,base10,user_type0,1,61.0
20150723,cocktail9,base10,user_type0,1,13.0
20150820,cocktail9,base10,user_type0,1,87.0
20150826,cocktail9,base10,user_type0,1,43.0
20150827,cocktail9,base10,user_type0,1,865.0
20150831,cocktail9,base10,user_type0,1,12.0
20150903,cocktail9,base10,user_type0,1,27.0
20150910,cocktail9,base10,user_type0,1,12.0
20151014,cocktail9,base10,user_type0,1,297.0
20151215,cocktail9,base10,user_type0,1,1261.0
20151217,cocktail9,base10,user_type7,1,277.0
20151222,cocktail9,base10,user_type0,1,148.0
20151223,cocktail9,base10,user_type7,1,121.0
20160112,cocktail9,base10,user_type0,1,20.0
20160113,cocktail9,base10,user_type7,1,89.0
20160118,cocktail9,base10,user_type0,1,157.0
20160119,cocktail9,base10,user_type0,1,225.0
20160329,cocktail9,base10,user_type0,1,163.0
20170726,cocktail9,base54,user_type7,1,27.0
20180112,cocktail9,base54,user_type7,1,393.0
20180509,cocktail9,base54,user_type7,1,70.0
20150126,cocktail9,base27,user_type0,1,124.0
20150127,cocktail9,base27,user_type0,1,52.0
20150625,cocktail9,base27,user_type0,1,1012.0
20150625,cocktail9,base27,user_type7,1,247.0
20150702,cocktail9,base27,user_type0,1,34.0
20150820,cocktail9,base27,user_type0,1,75.0
20150820,cocktail9,base27,user_type7,1,402.0
20150827,cocktail9,base27,user_type0,1,64.0
20150916,cocktail9,base27,user_type0,1,34.0
20151014,cocktail9,base27,user_type0,1,135.0
20151126,cocktail9,base27,user_type0,1,836.0
20151215,cocktail9,base27,user_type0,1,1126.0
20151221,cocktail9,base27,user_type0,1,375.0
20151222,cocktail9,base27,user_type0,1,91.0
20160119,cocktail9,base27,user_type0,1,1135.0
20160329,cocktail9,base27,user_type0,1,818.0
20160510,cocktail9,base27,user_type0,1,207.0
20160816,cocktail9,base27,user_type0,1,55.0
20160823,cocktail9,base27,user_type0,1,58.0
20160824,cocktail9,base27,user_type7,1,708.0
20160830,cocktail9,base27,user_type0,1,255.0
20160906,cocktail9,base27,user_type0,1,28.0
20161226,cocktail9,base27,user_type0,1,1238.0
20170123,cocktail9,base27,user_type0,1,1907.0
20170227,cocktail9,base27,user_type0,1,30.0
20170424,cocktail9,base27,user_type0,1,825.0
20170821,cocktail9,base27,user_type0,1,184.0
20150702,cocktail9,base4,user_type0,1,73.0
20150806,cocktail9,base4,user_type0,1,26.0
20150820,cocktail9,base4,user_type0,1,201.0
20150820,cocktail9,base4,user_type7,1,75.0
20150824,cocktail9,base4,user_type0,1,28.0
20150827,cocktail9,base4,user_type0,1,46.0
20150903,cocktail9,base4,user_type0,1,37.0
20150916,cocktail9,base4,user_type0,1,34.0
20151210,cocktail9,base4,user_type7,1,54.0
20151215,cocktail9,base4,user_type0,1,4360.0
20151217,cocktail9,base4,user_type7,1,1056.0
20151222,cocktail9,base4,user_type0,1,1445.0
20151223,cocktail9,base4,user_type7,1,152.0
20160112,cocktail9,base4,user_type0,1,119.0
20160113,cocktail9,base4,user_type7,1,385.0
20160118,cocktail9,base4,user_type0,1,385.0
20160119,cocktail9,base4,user_type0,1,2629.0
20160121,cocktail9,base4,user_type7,1,533.0
20160317,cocktail9,base4,user_type0,1,372.0
20160329,cocktail9,base4,user_type0,1,1005.0
20160331,cocktail9,base4,user_type7,1,880.0
20160510,cocktail9,base4,user_type0,1,324.0
20160705,cocktail9,base4,user_type0,1,1123.0
20160816,cocktail9,base4,user_type0,1,63.0
20160818,cocktail9,base4,user_type7,1,48.0
20160830,cocktail9,base4,user_type0,1,504.0
20160913,cocktail9,base4,user_type0,1,11.0
20161025,cocktail9,base4,user_type0,1,219.0
20161128,cocktail9,base4,user_type0,1,992.0
20161222,cocktail9,base4,user_type7,1,157.0
20161226,cocktail9,base4,user_type0,1,1413.0
20170104,cocktail9,base4,user_type7,1,271.0
20170123,cocktail9,base4,user_type0,1,3822.0
20170201,cocktail9,base4,user_type7,1,598.0
20170302,cocktail9,base4,user_type7,1,141.0
20170320,cocktail9,base4,user_type0,1,219.0
20170327,cocktail9,base4,user_type0,1,209.0
20170424,cocktail9,base4,user_type0,1,700.0
20170512,cocktail9,base4,user_type7,1,105.0
20170515,cocktail9,base4,user_type0,1,474.0
20170710,cocktail9,base4,user_type0,1,1381.0
20170724,cocktail9,base4,user_type0,1,41.0
20170727,cocktail9,base4,user_type7,1,31.0
20170825,cocktail9,base4,user_type7,1,1319.0
20170904,cocktail9,base4,user_type0,1,766.0
20171030,cocktail9,base4,user_type0,1,220.0
20171127,cocktail9,base4,user_type0,1,707.0
20171211,cocktail9,base4,user_type0,1,510.0
20171226,cocktail9,base4,user_type0,1,250.0
20180115,cocktail9,base4,user_type0,1,48.0
20180122,cocktail9,base4,user_type0,1,420.0
20180129,cocktail9,base4,user_type0,1,1520.0
20180402,cocktail9,base4,user_type0,1,140.0
20180430,cocktail9,base4,user_type0,1,15.0
20180528,cocktail9,base4,user_type0,1,144.0
20180702,cocktail9,base4,user_type0,1,586.0
20181023,cocktail9,base4,user_type7,1,474.0
20150115,cocktail9,base2,user_type7,1,2473.0
20150119,cocktail9,base2,user_type0,1,1095.0
20150126,cocktail9,base2,user_type0,1,2247.0
20150127,cocktail9,base2,user_type0,1,72.0
20150129,cocktail9,base2,user_type7,1,13.0
20150305,cocktail9,base2,user_type7,1,690.0
20150330,cocktail9,base2,user_type0,1,1904.0
20150514,cocktail9,base2,user_type7,1,89.0
20150518,cocktail9,base2,user_type0,1,581.0
20150615,cocktail9,base2,user_type0,1,16.0
20150618,cocktail9,base2,user_type0,1,13.0
20150624,cocktail9,base2,user_type7,1,18.0
20150625,cocktail9,base2,user_type0,1,951.0
20150625,cocktail9,base2,user_type7,1,1539.0
20150702,cocktail9,base2,user_type0,1,29.0
20150723,cocktail9,base2,user_type0,1,19.0
20150806,cocktail9,base2,user_type0,1,36.0
20150820,cocktail9,base2,user_type0,1,311.0
20150820,cocktail9,base2,user_type7,1,1524.0
20150827,cocktail9,base2,user_type0,1,776.0
20150831,cocktail9,base2,user_type0,1,12.0
20150903,cocktail9,base2,user_type0,1,33.0
20150910,cocktail9,base2,user_type0,1,35.0
20150916,cocktail9,base2,user_type0,1,38.0
20151007,cocktail9,base2,user_type7,1,313.0
20151014,cocktail9,base2,user_type0,1,423.0
20151126,cocktail9,base2,user_type0,1,624.0
20151215,cocktail9,base2,user_type0,1,7459.0
20151217,cocktail9,base2,user_type7,1,422.0
20151218,cocktail9,base2,user_type0,1,194.0
20151222,cocktail9,base2,user_type0,1,795.0
20160105,cocktail9,base2,user_type0,1,1056.0
20160112,cocktail9,base2,user_type0,1,810.0
20160113,cocktail9,base2,user_type7,1,250.0
20160118,cocktail9,base2,user_type0,1,715.0
20160119,cocktail9,base2,user_type0,1,7716.0
20160126,cocktail9,base2,user_type0,1,36.0
20160216,cocktail9,base2,user_type0,1,624.0
20160216,cocktail9,base2,user_type7,1,52.0
20160217,cocktail9,base2,user_type7,1,13.0
20160329,cocktail9,base2,user_type0,1,2805.0
20160428,cocktail9,base2,user_type7,1,806.0
20160510,cocktail9,base2,user_type0,1,1556.0
20160705,cocktail9,base2,user_type0,1,605.0
20160706,cocktail9,base2,user_type7,1,916.0
20160816,cocktail9,base2,user_type0,1,226.0
20160818,cocktail9,base2,user_type7,1,124.0
20160824,cocktail9,base2,user_type7,1,2254.0
20160830,cocktail9,base2,user_type0,1,1538.0
20160913,cocktail9,base2,user_type0,1,11.0
20160920,cocktail9,base2,user_type0,1,224.0
20161004,cocktail9,base2,user_type0,1,602.0
20161019,cocktail9,base2,user_type7,1,172.0
20161128,cocktail9,base2,user_type0,1,1485.0
20161220,cocktail9,base2,user_type0,1,32.0
20161226,cocktail9,base2,user_type0,1,3091.0
20170110,cocktail9,base2,user_type7,1,29.0
20170201,cocktail9,base2,user_type7,1,620.0
20170213,cocktail9,base2,user_type0,1,19.0
20170302,cocktail9,base2,user_type7,1,470.0
20170320,cocktail9,base2,user_type0,1,774.0
20170327,cocktail9,base2,user_type0,1,566.0
20170424,cocktail9,base2,user_type0,1,3293.0
20170512,cocktail9,base2,user_type7,1,803.0
20170515,cocktail9,base2,user_type0,1,640.0
20170710,cocktail9,base2,user_type0,1,1256.0
20170712,cocktail9,base2,user_type7,1,596.0
20170717,cocktail9,base2,user_type0,1,30.0
20170724,cocktail9,base2,user_type0,1,63.0
20170727,cocktail9,base2,user_type7,1,28.0
20170825,cocktail9,base2,user_type7,1,170.0
20170904,cocktail9,base2,user_type0,1,1704.0
20171025,cocktail9,base2,user_type7,1,246.0
20171030,cocktail9,base2,user_type0,1,345.0
20171211,cocktail9,base2,user_type0,1,391.0
20171215,cocktail9,base2,user_type7,1,477.0
20171226,cocktail9,base2,user_type0,1,1921.0
20180112,cocktail9,base2,user_type7,1,481.0
20180115,cocktail9,base2,user_type0,1,28.0
20180129,cocktail9,base2,user_type0,1,451.0
20180226,cocktail9,base2,user_type0,1,12.0
20180305,cocktail9,base2,user_type0,1,12.0
20180319,cocktail9,base2,user_type7,1,130.0
20180402,cocktail9,base2,user_type0,1,1113.0
20180509,cocktail9,base2,user_type7,1,131.0
20180528,cocktail9,base2,user_type0,1,305.0
20180620,cocktail9,base2,user_type7,1,1016.0
20180625,cocktail9,base2,user_type0,1,501.0
20180628,cocktail9,base2,user_type7,1,2512.0
20180702,cocktail9,base2,user_type0,1,299.0
20180817,cocktail9,base2,user_type7,1,45.0
20180828,cocktail9,base2,user_type7,1,1018.0
20180914,cocktail9,base2,user_type7,1,43.0
20181211,cocktail9,base2,user_type7,1,477.0
20160816,cocktail9,base32,user_type0,1,47.0
20161226,cocktail9,base32,user_type0,1,432.0
20170110,cocktail9,base32,user_type7,1,32.0
20170123,cocktail9,base32,user_type0,1,1439.0
20170424,cocktail9,base32,user_type0,1,988.0
20170712,cocktail9,base32,user_type7,1,131.0
20170717,cocktail9,base32,user_type0,1,57.0
20170727,cocktail9,base32,user_type7,1,51.0
20170825,cocktail9,base32,user_type7,1,326.0
20171025,cocktail9,base32,user_type7,1,170.0
20171215,cocktail9,base32,user_type7,1,379.0
20180112,cocktail9,base32,user_type7,1,160.0
20180129,cocktail9,base32,user_type0,1,714.0
20180509,cocktail9,base32,user_type7,1,92.0
20180528,cocktail9,base32,user_type0,1,187.0
20150827,cocktail9,base49,user_type0,1,13.0
20160126,cocktail9,base49,user_type0,1,13.0
20160216,cocktail9,base49,user_type7,1,24.0
20160217,cocktail9,base49,user_type7,1,12.0
20160329,cocktail9,base49,user_type0,1,60.0
20160830,cocktail9,base49,user_type0,1,214.0
20170628,cocktail9,base49,user_type7,1,1089.0
20170825,cocktail9,base49,user_type7,1,13.0
20161220,cocktail9,base40,user_type0,1,28.0
20150119,cocktail9,base11,user_type0,1,813.0
20150126,cocktail9,base11,user_type0,1,199.0
20150330,cocktail9,base11,user_type0,1,1202.0
20150330,cocktail9,base11,user_type35,0,322.0
20170724,cocktail9,base68,user_type0,1,84.0
20170911,cocktail9,base68,user_type0,1,12.0
20171226,cocktail9,base68,user_type0,1,1687.0
20180108,cocktail9,base68,user_type0,1,615.0
20180115,cocktail9,base68,user_type0,1,72.0
20180129,cocktail9,base68,user_type0,1,1923.0
20180402,cocktail9,base68,user_type0,1,1745.0
20180528,cocktail9,base68,user_type0,1,377.0
20150115,cocktail9,base48,user_type7,1,224.0
20150119,cocktail9,base48,user_type0,1,241.0
20150305,cocktail9,base48,user_type7,1,690.0
20150330,cocktail9,base48,user_type0,1,287.0
20171215,cocktail9,base48,user_type7,1,134.0
20180319,cocktail9,base48,user_type7,1,133.0
20150831,cocktail9,base30,user_type0,1,11.0
20151215,cocktail9,base30,user_type0,1,132.0
20160118,cocktail9,base30,user_type0,1,215.0
20160216,cocktail9,base30,user_type0,1,11.0
20160216,cocktail9,base30,user_type7,1,27.0
20160217,cocktail9,base30,user_type7,1,12.0
20160531,cocktail9,base30,user_type0,1,27.0
20160705,cocktail9,base30,user_type0,1,550.0
20160713,cocktail9,base30,user_type7,1,302.0
20160818,cocktail9,base30,user_type7,1,28.0
20160824,cocktail9,base30,user_type7,1,122.0
20160830,cocktail9,base30,user_type0,1,601.0
20161019,cocktail9,base30,user_type7,1,120.0
20161222,cocktail9,base30,user_type7,1,301.0
20170103,cocktail9,base30,user_type0,1,26.0
20170120,cocktail9,base30,user_type7,1,122.0
20170512,cocktail9,base30,user_type7,1,121.0
20170821,cocktail9,base30,user_type0,1,1401.0
20170823,cocktail9,base30,user_type0,1,12.0
20170825,cocktail9,base30,user_type7,1,378.0
20150820,cocktail9,base1,user_type7,1,29.0
20160121,cocktail9,base1,user_type7,1,101.0
20150115,cocktail9,base3,user_type7,1,450.0
20150126,cocktail9,base3,user_type0,1,217.0
20150127,cocktail9,base3,user_type0,1,36.0
20150129,cocktail9,base3,user_type0,1,35.0
20150129,cocktail9,base3,user_type7,1,11.0
20150326,cocktail9,base3,user_type7,1,236.0
20150820,cocktail9,base3,user_type0,1,33.0
20150902,cocktail9,base3,user_type0,1,134.0
20150916,cocktail9,base3,user_type0,1,26.0
20151222,cocktail9,base3,user_type0,1,547.0
20160118,cocktail9,base3,user_type0,1,645.0
20160816,cocktail9,base3,user_type0,1,67.0
20160818,cocktail9,base3,user_type7,1,48.0
20160822,cocktail9,base3,user_type0,1,29.0
20161212,cocktail9,base3,user_type0,1,23.0
20161226,cocktail9,base3,user_type0,1,715.0
20170123,cocktail9,base3,user_type0,1,880.0
20170201,cocktail9,base3,user_type7,1,155.0
20170302,cocktail9,base3,user_type7,1,222.0
20170327,cocktail9,base3,user_type0,1,283.0
20170424,cocktail9,base3,user_type0,1,291.0
20170512,cocktail9,base3,user_type7,1,126.0
20170515,cocktail9,base3,user_type0,1,152.0
20180810,cocktail9,base3,user_type7,1,23.0
20181224,cocktail9,base3,user_type0,1,260.0
20181228,cocktail9,base3,user_type7,1,127.0
20150105,cocktail9,base0,user_type0,1,68.0
20150115,cocktail9,base0,user_type7,1,2395.0
20150119,cocktail9,base0,user_type0,1,4293.0
20150126,cocktail9,base0,user_type0,1,1718.0
20150127,cocktail9,base0,user_type0,1,68.0
20150129,cocktail9,base0,user_type0,1,29.0
20150129,cocktail9,base0,user_type7,1,13.0
20150204,cocktail9,base0,user_type0,1,10.0
20150217,cocktail9,base0,user_type7,1,59.0
20150302,cocktail9,base0,user_type0,1,438.0
20150318,cocktail9,base0,user_type0,1,29.0
20150330,cocktail9,base0,user_type0,1,2075.0
20150422,cocktail9,base0,user_type0,1,747.0
20150518,cocktail9,base0,user_type0,1,653.0
20150612,cocktail9,base0,user_type7,1,43.0
20150624,cocktail9,base0,user_type7,1,18.0
20150625,cocktail9,base0,user_type0,1,5760.0
20150625,cocktail9,base0,user_type7,1,1374.0
20150702,cocktail9,base0,user_type0,1,71.0
20150723,cocktail9,base0,user_type0,1,13.0
20150820,cocktail9,base0,user_type0,1,1518.0
20150820,cocktail9,base0,user_type7,1,330.0
20150824,cocktail9,base0,user_type0,1,45.0
20150826,cocktail9,base0,user_type0,1,877.0
20150827,cocktail9,base0,user_type0,1,1758.0
20150902,cocktail9,base0,user_type0,1,26.0
20150903,cocktail9,base0,user_type0,1,117.0
20150910,cocktail9,base0,user_type0,1,31.0
20150917,cocktail9,base0,user_type0,1,18.0
20151001,cocktail9,base0,user_type0,1,795.0
20151014,cocktail9,base0,user_type0,1,488.0
20151126,cocktail9,base0,user_type0,1,2276.0
20151209,cocktail9,base0,user_type0,1,52.0
20151221,cocktail9,base0,user_type0,1,323.0
20151222,cocktail9,base0,user_type0,1,1071.0
20151223,cocktail9,base0,user_type7,1,894.0
20160105,cocktail9,base0,user_type0,1,37.0
20160112,cocktail9,base0,user_type0,1,664.0
20160113,cocktail9,base0,user_type7,1,329.0
20160118,cocktail9,base0,user_type0,1,668.0
20160119,cocktail9,base0,user_type0,1,8318.0
20160126,cocktail9,base0,user_type0,1,54.0
20160202,cocktail9,base0,user_type0,1,45.0
20160211,cocktail9,base0,user_type7,1,26.0
20160216,cocktail9,base0,user_type0,1,634.0
20160216,cocktail9,base0,user_type7,1,24.0
20160217,cocktail9,base0,user_type7,1,13.0
20160229,cocktail9,base0,user_type68,1,438.0
20160317,cocktail9,base0,user_type0,1,554.0
20160324,cocktail9,base0,user_type0,1,28.0
20160329,cocktail9,base0,user_type0,1,4187.0
20160426,cocktail9,base0,user_type0,1,379.0
20160428,cocktail9,base0,user_type7,1,2137.0
20160510,cocktail9,base0,user_type0,1,3717.0
20160628,cocktail9,base0,user_type35,0,13.0
20160705,cocktail9,base0,user_type0,1,2744.0
20160706,cocktail9,base0,user_type7,1,1331.0
20160726,cocktail9,base0,user_type0,1,167.0
20160816,cocktail9,base0,user_type0,1,317.0
20160818,cocktail9,base0,user_type7,1,215.0
20160822,cocktail9,base0,user_type0,1,29.0
20160823,cocktail9,base0,user_type0,1,64.0
20160824,cocktail9,base0,user_type7,1,2059.0
20160830,cocktail9,base0,user_type0,1,4014.0
20160906,cocktail9,base0,user_type0,1,25.0
20160912,cocktail9,base0,user_type7,1,737.0
20160920,cocktail9,base0,user_type0,1,329.0
20161004,cocktail9,base0,user_type0,1,674.0
20161025,cocktail9,base0,user_type0,1,590.0
20161128,cocktail9,base0,user_type0,1,3016.0
20161220,cocktail9,base0,user_type0,1,27.0
20161226,cocktail9,base0,user_type0,1,4834.0
20170109,cocktail9,base0,user_type0,1,1244.0
20170110,cocktail9,base0,user_type7,1,29.0
20170201,cocktail9,base0,user_type7,1,125.0
20170213,cocktail9,base0,user_type0,1,41.0
20170222,cocktail9,base0,user_type7,1,692.0
20170227,cocktail9,base0,user_type0,1,28.0
20170302,cocktail9,base0,user_type7,1,575.0
20170320,cocktail9,base0,user_type0,1,1109.0
20170327,cocktail9,base0,user_type0,1,2056.0
20170403,cocktail9,base0,user_type0,1,91.0
20170412,cocktail9,base0,user_type7,1,588.0
20170424,cocktail9,base0,user_type0,1,5734.0
20170515,cocktail9,base0,user_type0,1,2864.0
20170516,cocktail9,base0,user_type0,1,43.0
20170619,cocktail9,base0,user_type0,1,50.0
20170710,cocktail9,base0,user_type0,1,2285.0
20170712,cocktail9,base0,user_type7,1,209.0
20170717,cocktail9,base0,user_type0,1,29.0
20170724,cocktail9,base0,user_type0,1,147.0
20170727,cocktail9,base0,user_type7,1,191.0
20170821,cocktail9,base0,user_type0,1,3685.0
20170825,cocktail9,base0,user_type7,1,288.0
20170904,cocktail9,base0,user_type0,1,3528.0
20170908,cocktail9,base0,user_type7,1,15.0
20170911,cocktail9,base0,user_type0,1,14.0
20170918,cocktail9,base0,user_type0,1,30.0
20171016,cocktail9,base0,user_type0,1,43.0
20171025,cocktail9,base0,user_type7,1,249.0
20171030,cocktail9,base0,user_type0,1,2181.0
20171106,cocktail9,base0,user_type0,1,11.0
20171120,cocktail9,base0,user_type0,1,12.0
20171127,cocktail9,base0,user_type0,1,826.0
20171204,cocktail9,base0,user_type0,1,698.0
20171211,cocktail9,base0,user_type0,1,2389.0
20171215,cocktail9,base0,user_type7,1,1200.0
20171222,cocktail9,base0,user_type7,1,219.0
20171226,cocktail9,base0,user_type0,1,4237.0
20180108,cocktail9,base0,user_type0,1,2650.0
20180110,cocktail9,base0,user_type7,1,21.0
20180112,cocktail9,base0,user_type7,1,1248.0
20180115,cocktail9,base0,user_type0,1,352.0
20180122,cocktail9,base0,user_type0,1,1068.0
20180220,cocktail9,base0,user_type0,1,314.0
20180226,cocktail9,base0,user_type0,1,12.0
20180305,cocktail9,base0,user_type0,1,11.0
20180319,cocktail9,base0,user_type7,1,560.0
20180326,cocktail9,base0,user_type0,1,11.0
20180402,cocktail9,base0,user_type0,1,3728.0
20180508,cocktail9,base0,user_type0,1,12.0
20180509,cocktail9,base0,user_type7,1,286.0
20180528,cocktail9,base0,user_type0,1,950.0
20180620,cocktail9,base0,user_type7,1,1193.0
20180625,cocktail9,base0,user_type0,1,627.0
20180628,cocktail9,base0,user_type7,1,1564.0
20180702,cocktail9,base0,user_type0,1,5178.0
20180709,cocktail9,base0,user_type0,1,937.0
20180810,cocktail9,base0,user_type7,1,500.0
20180820,cocktail9,base0,user_type7,1,40.0
20180822,cocktail9,base0,user_type7,1,109.0
